"","a1","a2","a3","a4","a5","c1","c2","c3","c4","c5","e1","e2","e3","e4","e5","n1","n2","n3","n4","n5","o1","o2","o3","o4","o5","gender","education","age","id","genderf","educationf","nmiss","retain","agreeableness","conscientiousness","extraversion","neuroticism","openness","perc_agreeableness","perc_conscientiousness","perc_extraversion","perc_neuroticism","perc_openness"
"2100",1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,1,1,2,1,6,1,6,6,1,2,,12,66092,"female",,2,TRUE,6,6,6,1.2,6,97.6,98.9,98.8,3.8,98.1
"2101",1,5,5,5,6,6,5,4,1,1,4,2,2,6,5,5,6,5,4,4,4,1,6,6,1,2,5,32,66093,"female","graduate degree",0,TRUE,5.4,5.4,4.2,4.8,5.6,78.1,88.2,48.9,90.3,88.9
"2102",2,5,5,6,5,5,4,4,2,5,2,2,5,5,3,2,3,3,2,5,4,2,4,5,2,2,5,50,66094,"female","graduate degree",0,TRUE,5.2,4,4.6,3,4.6,69.3,37.5,62.8,47.5,48.5
"2103",2,4,5,3,5,5,2,5,5,6,3,5,5,4,4,5,5,4,5,5,4,2,,6,6,2,,17,66095,"female",,3,TRUE,4.4,3,3.8,4.8,4.2,34.5,9.9,34.9,90.3,31.3
"2104",2,4,6,6,6,5,2,4,2,5,1,1,6,6,6,5,6,5,5,5,6,2,6,6,1,2,5,35,66096,"female","graduate degree",0,TRUE,5.4,3.6,6,5.2,5.8,78.1,24.2,98.8,94.6,94.1
"2105",1,6,6,6,6,4,4,3,4,6,3,4,6,6,5,2,6,5,6,5,6,1,6,6,2,1,3,28,66097,"male","some college",0,TRUE,6,3,4.8,4.8,5.8,97.6,9.9,69.8,90.3,94.1
"2106",1,6,6,5,6,5,4,5,1,2,2,1,6,6,5,2,3,1,2,2,5,1,6,5,2,2,3,25,66098,"female","some college",0,TRUE,5.8,5,5.6,2,5.4,92.2,75.8,93,18.8,82.2
"2107",4,4,5,5,5,1,3,2,4,6,1,4,6,2,6,4,6,4,5,1,5,1,6,6,1,1,5,31,66102,"male","graduate degree",0,TRUE,4.4,2,4.6,4,5.8,34.5,1.5,62.8,74.3,94.1
"2108",1,4,5,6,6,6,6,6,1,1,5,1,6,6,5,1,1,1,6,1,6,1,6,2,5,1,3,22,66106,"male","some college",0,TRUE,5.4,6,5,2,4.4,78.1,98.9,76.9,18.8,39.5
"2109",2,4,5,3,4,5,5,5,1,1,3,2,5,4,6,2,2,2,2,1,6,2,4,4,2,1,5,33,66107,"male","graduate degree",0,TRUE,4.2,5.4,4.8,1.8,4.8,27.6,88.2,69.8,13.8,57.7
"2110",1,5,6,1,4,4,1,5,2,5,1,4,1,5,4,3,4,4,6,5,2,3,4,4,3,2,4,33,66108,"female","college graduate",0,TRUE,4.4,3.4,3.8,4.4,3.6,34.5,18.6,34.9,83.8,12.1
"2111",2,5,2,4,2,4,5,4,2,3,6,4,1,1,2,1,1,1,5,1,6,2,1,4,1,1,3,58,66109,"male","some college",0,TRUE,3.6,4.4,1.6,1.8,4.4,12.6,52.1,1.8,13.8,39.5
"2112",4,4,2,2,2,2,4,2,3,6,2,4,4,2,4,4,4,2,2,2,6,1,6,2,2,1,5,26,66114,"male","graduate degree",0,TRUE,2.6,2.6,3.6,2.8,5,2.9,5.1,28.5,41.3,66.4
"2113",1,6,6,5,6,6,5,5,1,1,4,4,6,3,5,4,4,2,2,2,6,2,4,6,2,2,1,26,66115,"female","HS",0,TRUE,5.8,5.6,4,2.8,5.2,92.2,92.9,41.9,41.3,74.6
"2114",1,4,4,5,4,4,4,4,1,2,3,4,4,4,4,3,4,3,3,4,4,3,4,4,4,2,3,30,66116,"female","some college",0,TRUE,4.6,4.6,3.8,3.4,3.8,42.2,60.3,34.9,58.2,17.3
"2115",3,5,6,6,6,4,5,5,3,4,4,4,4,5,5,5,6,6,4,6,4,4,5,5,2,2,2,26,66117,"female","finished HS",0,TRUE,5.4,4.2,4,5.4,4.4,78.1,44.3,41.9,96.4,39.5
"2116",2,6,6,6,6,6,6,6,4,1,6,4,6,5,5,1,2,1,3,2,6,2,6,4,4,2,5,24,66119,"female","graduate degree",0,TRUE,5.8,5.4,4,1.8,4.8,92.2,88.2,41.9,13.8,57.7
"2117",4,5,5,6,5,4,2,5,5,6,1,1,5,6,5,3,4,5,3,4,4,6,3,5,4,1,3,51,66120,"male","some college",0,TRUE,4.8,2.8,5.6,3.8,3.2,50.9,7.1,93,69.1,4.9
"2118",2,6,4,6,5,4,5,6,2,4,4,5,4,5,5,4,5,4,2,5,5,3,4,6,3,2,3,18,66121,"female","some college",0,TRUE,5.2,4.6,3.8,4,4.6,69.3,60.3,34.9,74.3,48.5
"2119",2,6,5,5,6,5,5,6,2,2,2,2,5,5,6,2,3,2,2,5,5,5,5,6,2,2,4,34,66122,"female","college graduate",0,TRUE,5.4,5.2,5.2,2.8,4.6,78.1,82.5,83.3,41.3,48.5
"2120",1,5,5,6,5,6,5,5,2,2,2,3,4,5,4,1,2,2,2,1,4,3,4,3,2,2,3,20,66125,"female","some college",0,TRUE,5.4,5.2,4.4,1.6,4,78.1,82.5,55.8,9.8,23.7
"2121",2,5,6,6,6,5,5,6,2,1,2,3,5,5,5,2,2,4,4,2,6,3,6,4,3,2,5,30,66127,"female","graduate degree",0,TRUE,5.6,5.4,4.8,2.8,4.8,86,88.2,69.8,41.3,57.7
"2122",2,6,6,4,5,6,2,5,4,1,1,1,6,6,6,4,3,2,2,1,6,2,5,6,2,1,1,21,66135,"male","HS",0,TRUE,5.2,4.4,6,2.4,5.4,69.3,52.1,98.8,29.6,82.2
"2123",2,4,4,4,5,6,2,5,4,1,1,1,5,6,6,4,6,2,2,2,6,2,5,6,2,1,1,21,66136,"male","HS",0,TRUE,4.4,4.4,5.8,3.2,5.4,34.5,52.1,96.2,53.1,82.2
"2124",6,6,4,5,4,4,4,6,3,5,6,4,4,5,3,4,4,5,5,3,3,3,3,5,4,1,5,23,66138,"male","graduate degree",0,TRUE,4,4,3.2,4.2,3.6,21.2,37.5,18.9,79.4,12.1
"2125",4,1,6,6,5,3,5,6,5,4,4,2,5,6,1,2,2,5,4,4,5,4,4,5,5,1,5,23,66139,"male","graduate degree",0,TRUE,4.2,3.8,4,3.4,3.8,27.6,30.7,41.9,58.2,17.3
"2126",6,3,3,6,6,6,6,6,1,1,1,3,6,6,5,1,5,2,1,1,4,5,4,4,4,2,3,21,66141,"female","some college",0,TRUE,3.8,6,5.4,2,3.4,16,98.9,88.7,18.8,8
"2127",1,6,6,6,5,4,4,4,2,3,3,3,4,5,3,1,2,2,2,2,5,2,4,5,3,2,3,20,66144,"female","some college",0,TRUE,5.8,4.2,4,1.8,4.6,92.2,44.3,41.9,13.8,48.5
"2128",3,5,5,5,5,5,4,5,2,2,3,4,4,5,3,3,3,4,3,5,4,2,3,5,2,2,2,23,66150,"female","finished HS",0,TRUE,4.8,4.8,3.8,3.6,4.4,50.9,68.3,34.9,63.6,39.5
"2129",2,4,5,6,5,4,2,5,4,5,1,4,4,5,5,2,4,2,4,3,6,1,6,6,1,1,5,37,66151,"male","graduate degree",0,TRUE,5,3.2,4.6,3,6,60.3,13.8,62.8,47.5,98.1
"2130",1,5,5,6,5,5,4,2,3,2,1,2,3,6,5,2,4,4,2,2,4,3,4,4,2,2,3,31,66153,"female","some college",0,TRUE,5.4,4,5,2.8,4.2,78.1,37.5,76.9,41.3,31.3
"2131",2,5,5,4,5,4,4,5,2,2,2,2,5,6,6,5,5,5,4,3,5,5,5,6,4,2,3,28,66156,"female","some college",0,TRUE,4.8,4.6,5.4,4.4,4.2,50.9,60.3,88.7,83.8,31.3
"2132",4,6,,6,5,6,5,5,1,4,1,1,2,6,5,1,1,1,2,1,5,6,4,1,2,2,3,22,66157,"female","some college",1,TRUE,5,5,5,1.2,3.2,60.3,75.8,76.9,3.8,4.9
"2133",4,5,5,5,3,5,5,4,1,1,6,5,4,3,4,3,2,2,2,5,5,2,3,3,1,2,3,18,66158,"female","some college",0,TRUE,4.2,5.2,2.8,2.8,4.4,27.6,82.5,11.6,41.3,39.5
"2134",2,5,5,4,6,5,3,6,2,4,4,2,3,1,4,1,1,1,3,2,6,4,4,6,2,2,2,53,66161,"female","finished HS",0,TRUE,5,4.4,3.2,1.6,4.8,60.3,52.1,18.9,9.8,57.7
"2135",1,5,5,6,6,6,6,5,2,2,1,5,5,6,6,1,2,4,2,5,5,3,5,5,5,2,3,21,66163,"female","some college",0,TRUE,5.6,5.4,5,2.8,4.2,86,88.2,76.9,41.3,31.3
"2136",2,5,5,6,6,4,,5,1,1,3,2,6,5,6,1,4,3,4,4,5,5,4,5,2,2,3,25,66164,"female","some college",1,TRUE,5.4,5.2,5.2,3.2,4.2,78.1,82.5,83.3,53.1,31.3
"2137",1,5,6,6,4,6,5,5,2,4,5,3,4,5,3,1,2,4,3,2,5,2,5,6,1,2,3,36,66169,"female","some college",0,TRUE,5.4,4.8,3.6,2.4,5.4,78.1,68.3,28.5,29.6,82.2
"2138",1,6,6,6,6,4,4,4,1,1,4,4,4,4,4,3,3,4,4,1,6,1,4,5,1,2,3,25,66170,"female","some college",0,TRUE,6,4.8,3.6,3,5.4,97.6,68.3,28.5,47.5,82.2
"2139",4,4,4,5,4,3,1,2,5,5,4,5,3,2,3,4,4,5,5,6,6,1,5,6,2,2,1,18,66171,"female","HS",0,TRUE,4,2,2.6,4.8,5.6,21.2,1.5,8.6,90.3,88.9
"2140",2,2,3,2,2,5,4,4,2,2,3,5,4,1,3,2,4,2,4,2,5,1,4,6,1,1,4,38,66172,"male","college graduate",0,TRUE,2.8,4.6,2.8,2.8,5.4,4.2,60.3,11.6,41.3,82.2
"2141",1,6,5,6,4,1,6,6,1,5,4,6,1,1,6,2,5,2,5,4,4,5,5,6,1,2,,61,66173,"female",,2,TRUE,5.4,4.2,2.4,3.6,4.6,78.1,44.3,6.4,63.6,48.5
"2142",2,6,5,6,4,5,4,4,4,6,1,3,3,4,4,2,2,4,6,1,3,3,5,6,2,1,2,48,66176,"male","finished HS",0,TRUE,5.2,3.4,4.2,3,4.6,69.3,18.6,48.9,47.5,48.5
"2143",1,6,6,6,6,6,5,5,1,1,3,5,4,6,3,2,4,4,2,5,4,4,4,6,2,2,3,20,66181,"female","some college",0,TRUE,6,5.6,3.8,3.4,4.4,97.6,92.9,34.9,58.2,39.5
"2144",1,4,4,3,4,2,3,3,3,5,4,4,4,4,4,2,2,1,3,1,6,2,4,6,4,1,5,29,66187,"male","graduate degree",0,TRUE,4.2,2.8,3.6,1.8,4.8,27.6,7.1,28.5,13.8,57.7
"2145",2,5,5,5,5,5,5,4,1,2,2,2,4,5,5,2,3,3,2,2,4,3,4,4,4,2,3,19,66188,"female","some college",0,TRUE,5,5,4.8,2.4,3.8,60.3,75.8,69.8,29.6,17.3
"2146",1,5,4,4,4,4,5,4,1,3,1,4,4,3,5,5,5,4,3,4,,2,5,6,3,2,3,20,66190,"female","some college",1,TRUE,4.6,4.6,4.2,4.2,5,42.2,60.3,48.9,79.4,66.4
"2147",3,5,4,2,2,4,4,5,1,2,3,3,5,4,6,3,4,4,3,3,6,2,5,6,1,2,3,21,66191,"female","some college",0,TRUE,3.4,4.8,4.6,3.4,5.6,9.7,68.3,62.8,58.2,88.9
"2148",1,6,5,6,5,5,5,2,2,4,2,2,4,5,4,1,2,2,2,,6,2,5,6,2,2,3,19,66195,"female","some college",1,TRUE,5.6,4,4.6,2,5.4,86,37.5,62.8,18.8,82.2
"2149",4,5,5,5,6,5,2,5,1,2,6,2,2,6,5,5,6,5,3,1,4,4,2,5,4,1,3,31,66198,"male","some college",0,TRUE,4.8,4.6,3.8,4,3.4,50.9,60.3,34.9,74.3,8
"2150",2,4,4,5,4,5,5,4,2,2,4,5,3,4,4,2,2,2,2,3,4,5,4,4,3,1,5,26,66199,"male","graduate degree",0,TRUE,4.4,4.8,3.2,2.2,3.6,34.5,68.3,18.9,24.1,12.1
"2151",5,6,,6,6,6,6,6,1,1,6,1,3,5,6,6,6,1,1,1,6,6,4,4,4,1,3,34,66201,"male","some college",1,TRUE,5,6,4.2,3,3.6,60.3,98.9,48.9,47.5,12.1
"2152",2,5,4,6,4,4,3,6,1,2,4,4,2,5,1,1,4,1,2,1,5,5,4,6,1,2,3,19,66204,"female","some college",0,TRUE,4.8,4.8,2.8,1.8,4.6,50.9,68.3,11.6,13.8,48.5
"2153",2,6,6,6,6,4,5,4,1,1,1,2,4,6,5,1,3,1,1,2,5,3,5,5,5,2,3,19,66205,"female","some college",0,TRUE,5.8,5,5.2,1.6,4.2,92.2,75.8,83.3,9.8,31.3
"2154",1,6,5,6,6,2,5,6,1,2,2,4,5,4,4,1,2,1,2,4,3,4,2,6,4,2,3,20,66210,"female","some college",0,TRUE,5.8,4.8,4.2,2,3.4,92.2,68.3,48.9,18.8,8
"2155",1,6,4,3,5,5,3,4,4,4,4,4,4,5,3,1,3,5,4,4,5,1,5,6,1,1,2,34,66212,"male","finished HS",0,TRUE,4.8,3.6,3.6,3.4,5.6,50.9,24.2,28.5,58.2,88.9
"2156",1,5,5,5,6,4,4,4,2,4,1,2,4,6,2,2,2,3,2,5,3,2,5,4,2,2,3,20,66215,"female","some college",0,TRUE,5.4,4,4.6,2.8,4.4,78.1,37.5,62.8,41.3,39.5
"2157",2,5,6,6,6,4,5,3,1,2,3,1,4,6,1,5,4,2,6,5,6,1,5,6,2,2,2,28,66216,"female","finished HS",0,TRUE,5.6,4.6,4.2,4.4,5.6,86,60.3,48.9,83.8,88.9
"2158",1,5,5,4,4,5,2,4,2,6,2,3,2,3,2,3,4,5,5,2,6,1,4,5,4,1,2,27,66218,"male","finished HS",0,TRUE,4.8,3.4,3.2,3.8,4.8,50.9,18.6,18.9,69.1,57.7
"2159",4,4,4,4,2,5,5,3,2,5,3,4,2,2,4,4,5,4,4,3,5,1,5,5,1,1,5,36,66219,"male","graduate degree",0,TRUE,3.4,4,3,4,5.4,9.7,37.5,15.1,74.3,82.2
"2160",4,3,2,3,4,5,4,4,3,4,5,2,2,3,3,1,1,1,1,1,6,1,6,6,1,2,1,19,66224,"female","HS",0,TRUE,3,4,3,1,6,5.7,37.5,15.1,1.5,98.1
"2161",1,5,3,4,5,5,5,5,2,3,4,2,3,5,5,1,2,1,2,1,4,6,3,4,4,1,4,26,66225,"male","college graduate",0,TRUE,4.6,4.8,4.2,1.4,3,42.2,68.3,48.9,6.4,2.8
"2162",5,3,2,5,3,6,6,4,1,6,6,6,2,1,3,4,6,5,6,6,4,6,2,6,1,2,2,42,66227,"female","finished HS",0,TRUE,3,4.6,1.6,5.4,3.8,5.7,60.3,1.8,96.4,17.3
"2163",4,5,6,6,5,5,5,6,1,4,,4,6,5,5,1,2,4,5,1,5,5,5,6,4,1,5,32,66231,"male","graduate degree",1,TRUE,5,5,4.6,2.6,4.2,60.3,75.8,62.8,35.3,31.3
"2164",1,6,6,6,6,5,4,4,2,3,4,2,6,6,6,2,1,4,1,1,6,1,5,5,3,2,3,31,66233,"female","some college",0,TRUE,6,4.4,5.2,1.8,5.2,97.6,52.1,83.3,13.8,74.6
"2165",3,5,5,6,5,3,4,3,2,4,1,3,4,5,4,2,2,1,2,2,4,4,5,4,2,1,3,20,66234,"male","some college",0,TRUE,5,3.6,4.6,1.8,4.2,60.3,24.2,62.8,13.8,31.3
"2166",5,5,6,6,5,5,4,5,2,2,4,5,4,2,3,6,5,5,3,1,5,6,4,6,4,1,3,19,66237,"male","some college",0,TRUE,4.8,4.8,2.8,4,3.8,50.9,68.3,11.6,74.3,17.3
"2167",1,6,5,6,5,4,4,5,2,3,4,2,3,5,2,1,1,1,1,3,4,3,4,5,2,2,3,19,66244,"female","some college",0,TRUE,5.6,4.4,3.6,1.4,4.4,86,52.1,28.5,6.4,39.5
"2168",3,4,4,4,4,5,5,4,4,4,5,5,3,3,4,3,4,4,4,4,3,1,4,5,3,1,4,24,66245,"male","college graduate",0,TRUE,4,4,2.8,3.8,4.4,21.2,37.5,11.6,69.1,39.5
"2169",2,5,5,4,3,3,2,4,3,2,6,6,2,2,3,2,2,2,3,1,6,2,5,5,3,2,3,19,66246,"female","some college",0,TRUE,4.4,3.6,1.8,2,5,34.5,24.2,2.7,18.8,66.4
"2170",2,6,5,6,4,2,3,3,4,5,3,4,3,4,2,3,5,4,4,4,3,5,3,6,4,2,3,22,66247,"female","some college",0,TRUE,5.2,2.6,3.2,4,3.4,69.3,5.1,18.9,74.3,8
"2171",2,5,5,4,3,4,4,4,4,5,1,3,4,3,5,5,5,5,4,2,6,2,5,4,1,2,5,40,66251,"female","graduate degree",0,TRUE,4.4,3.4,4.4,4.2,5.2,34.5,18.6,55.8,79.4,74.6
"2172",4,6,4,6,5,4,6,5,3,2,4,4,4,5,4,2,3,4,4,2,4,1,4,5,3,2,3,24,66253,"female","some college",0,TRUE,4.8,4.8,3.8,3,4.6,50.9,68.3,34.9,47.5,48.5
"2173",1,5,5,6,5,4,5,6,2,3,3,4,4,5,4,2,2,2,1,4,4,4,4,3,3,2,3,20,66255,"female","some college",0,TRUE,5.4,4.8,4,2.2,3.6,78.1,68.3,41.9,24.1,12.1
"2174",3,5,5,3,5,6,4,4,3,5,5,4,3,2,4,2,3,4,5,2,3,3,5,5,2,2,4,31,66256,"female","college graduate",0,TRUE,4.4,4,2.8,3.2,4.4,34.5,37.5,11.6,53.1,39.5
"2175",1,6,6,6,5,6,6,5,1,2,2,5,5,5,5,2,5,4,2,4,5,2,5,5,2,2,3,18,66257,"female","some college",0,TRUE,5.8,5.6,4.4,3.4,5,92.2,92.9,55.8,58.2,66.4
"2177",2,5,6,5,6,4,5,5,1,2,2,5,4,5,5,1,2,1,2,4,6,5,,6,2,2,3,25,66264,"female","some college",1,TRUE,5.4,5,4.2,2,4.8,78.1,75.8,48.9,18.8,57.7
"2178",5,6,6,6,5,6,6,6,2,4,4,2,5,5,6,3,4,4,3,4,5,2,6,5,2,2,3,19,66265,"female","some college",0,TRUE,5,5.2,4.8,3.6,5.2,60.3,82.5,69.8,63.6,74.6
"2179",1,5,4,4,4,6,4,5,1,2,6,4,1,2,2,1,1,1,5,1,4,1,5,5,2,2,3,20,66266,"female","some college",0,TRUE,4.6,5.2,1.8,1.8,5,42.2,82.5,2.7,13.8,66.4
"2180",1,6,6,6,5,5,6,5,1,2,1,1,4,5,5,1,2,1,1,2,4,1,4,6,1,2,3,20,66271,"female","some college",0,TRUE,5.8,5.4,5.2,1.4,5.2,92.2,88.2,83.3,6.4,74.6
"2181",2,6,1,6,5,4,6,5,2,3,2,3,5,1,4,4,4,2,3,2,4,4,5,6,2,2,3,20,66272,"female","some college",0,TRUE,4.6,4.8,3.8,3,4.6,42.2,68.3,34.9,47.5,48.5
"2182",1,6,6,6,5,6,5,6,2,4,1,2,5,5,6,4,4,4,4,4,5,3,5,5,2,2,3,34,66273,"female","some college",0,TRUE,5.8,5,5.4,4,4.8,92.2,75.8,88.7,74.3,57.7
"2183",3,4,6,6,6,3,3,2,3,3,1,1,5,6,4,4,4,3,2,5,5,4,6,4,2,2,1,16,66274,"female","HS",0,TRUE,5.2,3.2,5.4,3.6,4.6,69.3,13.8,88.7,63.6,48.5
"2184",2,5,4,6,5,5,5,5,2,2,2,2,5,5,5,2,3,5,5,4,5,2,6,5,1,2,3,20,66277,"female","some college",0,TRUE,5,5,5,3.8,5.4,60.3,75.8,76.9,69.1,82.2
"2185",1,6,5,1,5,3,2,2,4,6,5,5,3,4,5,2,4,4,5,2,4,4,3,6,1,2,4,24,66278,"female","college graduate",0,TRUE,4.6,2.2,3.2,3.4,4.4,42.2,2.3,18.9,58.2,39.5
"2186",2,5,4,6,4,4,4,3,3,3,4,5,3,4,3,2,3,4,5,3,4,2,4,5,2,2,3,20,66279,"female","some college",0,TRUE,4.8,3.8,3,3.4,4.6,50.9,30.7,15.1,58.2,48.5
"2187",1,6,6,6,5,4,4,4,3,1,3,3,5,5,5,3,3,1,1,2,5,3,5,4,2,2,3,19,66281,"female","some college",0,TRUE,5.8,4.4,4.6,2,4.6,92.2,52.1,62.8,18.8,48.5
"2188",3,5,2,4,5,6,1,6,3,2,2,2,2,6,5,1,6,1,1,6,5,2,6,5,2,1,3,20,66283,"male","some college",0,TRUE,4,4.4,4.6,3,5.2,21.2,52.1,62.8,47.5,74.6
"2189",1,6,5,6,4,6,6,6,1,2,4,6,2,1,5,5,6,6,4,6,4,4,2,5,2,2,3,27,66286,"female","some college",0,TRUE,5.4,5.8,2.4,5.4,3.8,78.1,96.4,6.4,96.4,17.3
"2190",4,4,5,3,4,4,6,5,2,3,3,4,5,5,5,6,6,5,6,6,6,1,6,6,2,2,3,21,66288,"female","some college",0,TRUE,3.8,4.8,4.4,5.8,5.8,16,68.3,55.8,98.5,94.1
"2191",5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,4,2,5,5,4,4,5,1,5,28,66289,"male","graduate degree",0,TRUE,4.2,3.6,3.8,3.4,3.4,27.6,24.2,34.9,58.2,8
"2192",1,5,6,6,6,5,5,5,1,3,2,1,6,6,6,1,1,1,1,1,6,1,6,6,1,2,4,43,66291,"female","college graduate",0,TRUE,5.8,5,5.8,1,6,92.2,75.8,96.2,1.5,98.1
"2193",1,5,6,5,5,2,6,3,1,5,2,3,5,4,4,1,2,1,2,1,4,2,5,6,2,1,3,19,66294,"male","some college",0,TRUE,5.4,3.8,4.4,1.4,5,78.1,30.7,55.8,6.4,66.4
"2194",2,3,4,4,4,3,3,3,3,3,4,2,5,3,4,1,2,3,2,1,6,2,5,5,2,2,4,44,66295,"female","college graduate",0,TRUE,4,3.4,4,1.8,5.2,21.2,18.6,41.9,13.8,74.6
"2195",1,6,5,6,5,4,4,3,4,5,4,5,4,4,3,3,4,1,2,3,6,2,5,6,2,1,,14,66297,"male",,2,TRUE,5.6,3.2,3.2,2.6,5.4,86,13.8,18.9,35.3,82.2
"2196",1,6,5,6,6,4,3,4,3,5,2,4,4,5,3,3,3,1,3,2,5,4,3,6,2,2,3,18,66299,"female","some college",0,TRUE,5.8,3.4,4,2.4,4.4,92.2,18.6,41.9,29.6,39.5
"2197",2,5,5,5,5,4,3,5,2,4,3,4,3,5,4,3,4,1,3,4,4,2,3,5,2,2,4,56,66304,"female","college graduate",0,TRUE,5,4,3.8,3,4.4,60.3,37.5,34.9,47.5,39.5
"2198",3,5,5,6,4,4,4,4,2,4,2,3,4,5,5,1,3,2,2,3,4,1,3,4,4,2,2,20,66306,"female","finished HS",0,TRUE,4.8,4,4.6,2.2,4,50.9,37.5,62.8,24.1,23.7
"2199",1,6,5,6,5,5,5,4,3,3,1,2,4,6,5,1,2,2,2,2,5,4,5,6,3,2,3,19,66307,"female","some college",0,TRUE,5.6,4.4,5.2,1.8,4.6,86,52.1,83.3,13.8,48.5
"2200",4,4,5,4,4,6,6,1,4,6,2,5,4,1,2,5,5,3,6,5,5,1,6,6,1,1,5,51,66309,"male","graduate degree",0,TRUE,4,3.4,2.8,4.8,5.8,21.2,18.6,11.6,90.3,94.1
"2201",1,6,4,6,4,5,6,6,2,2,4,4,5,4,6,2,5,1,2,1,6,1,6,5,2,2,3,25,66311,"female","some college",0,TRUE,5.2,5.4,4.2,2.2,5.6,69.3,88.2,48.9,24.1,88.9
"2202",5,6,6,6,5,5,4,3,3,4,4,5,4,6,3,1,2,5,2,2,5,3,5,6,2,2,3,20,66312,"female","some college",0,TRUE,5,3.8,3.6,2.4,5,60.3,30.7,28.5,29.6,66.4
"2203",3,5,5,6,6,6,5,6,2,1,1,1,4,6,5,2,2,1,1,2,5,3,4,5,3,2,3,19,66314,"female","some college",0,TRUE,5.2,5.6,5.4,1.6,4.4,69.3,92.9,88.7,9.8,39.5
"2204",3,3,2,6,2,5,5,5,3,3,5,5,4,2,5,2,1,1,2,1,4,1,4,5,3,2,,17,66317,"female",,2,TRUE,3.4,4.6,3,1.4,4.6,9.7,60.3,15.1,6.4,48.5
"2205",2,6,5,6,5,5,5,5,2,4,3,6,4,3,5,3,5,5,4,6,4,4,3,6,5,2,3,20,66318,"female","some college",0,TRUE,5.4,4.6,3.4,4.6,3.6,78.1,60.3,23.1,87.5,12.1
"2206",3,6,5,6,5,4,5,5,4,3,5,4,4,5,3,2,3,5,4,2,4,4,4,3,3,2,4,24,66323,"female","college graduate",0,TRUE,5.2,4.2,3.4,3.2,3.6,69.3,44.3,23.1,53.1,12.1
"2207",2,5,4,4,4,3,2,4,2,4,2,3,4,5,5,3,4,4,4,3,6,1,6,6,1,2,3,20,66324,"female","some college",0,TRUE,4.4,3.4,4.6,3.6,6,34.5,18.6,62.8,63.6,98.1
"2208",1,5,6,4,6,5,5,4,2,5,2,4,5,4,6,2,2,2,5,1,6,2,6,6,1,1,5,58,66325,"male","graduate degree",0,TRUE,5.4,4.2,4.6,2.4,5.8,78.1,44.3,62.8,29.6,94.1
"2209",2,5,5,6,4,5,5,5,3,2,2,6,2,2,5,1,2,3,2,3,,5,5,5,2,2,3,34,66326,"female","some college",1,TRUE,5,4.8,3,2.2,4.4,60.3,68.3,15.1,24.1,39.5
"2210",2,5,4,6,5,4,4,4,2,3,2,3,5,5,5,2,2,2,2,3,4,3,4,4,3,2,3,20,66329,"female","some college",0,TRUE,5,4.2,4.8,2.2,4,60.3,44.3,69.8,24.1,23.7
"2211",4,4,2,5,2,5,4,6,1,1,5,4,2,3,5,6,1,5,4,3,6,2,4,5,2,1,3,28,66331,"male","some college",0,TRUE,3.2,5.4,3,3.8,5,7.4,88.2,15.1,69.1,66.4
"2212",1,6,6,5,5,2,1,2,5,5,1,2,5,5,4,1,3,3,3,4,6,1,6,6,1,2,5,25,66337,"female","graduate degree",0,TRUE,5.6,1.8,5,2.8,6,86,0.8,76.9,41.3,98.1
"2213",2,5,4,5,3,4,4,4,2,2,3,3,3,3,5,5,5,5,5,5,5,3,3,5,3,2,3,30,66341,"female","some college",0,TRUE,4.4,4.4,3.8,5,4.2,34.5,52.1,34.9,92.6,31.3
"2214",1,6,6,6,5,4,2,2,4,4,2,1,4,6,5,2,3,2,1,2,6,2,5,5,1,2,3,49,66344,"female","some college",0,TRUE,5.8,2.8,5.2,2,5.4,92.2,7.1,83.3,18.8,82.2
"2215",1,5,6,6,5,5,5,5,2,2,3,4,4,2,5,2,,2,4,4,6,1,6,6,1,2,5,26,66346,"female","graduate degree",1,TRUE,5.6,5,3.6,3.2,6,86,75.8,28.5,53.1,98.1
"2216",4,6,4,6,4,3,6,4,1,3,2,4,4,3,5,3,5,5,4,4,6,1,6,5,2,2,3,26,66348,"female","some college",0,TRUE,4.6,4.6,4,4.2,5.6,42.2,60.3,41.9,79.4,88.9
"2217",1,6,6,6,6,5,6,6,1,1,6,4,1,4,1,1,1,1,2,6,5,4,4,1,6,2,3,48,66349,"female","some college",0,TRUE,6,5.8,2,2.2,2.8,97.6,96.4,3.8,24.1,1.6
"2218",2,5,4,4,3,5,3,4,4,4,6,5,3,3,4,2,4,4,2,2,4,2,2,6,1,1,,17,66357,"male",,2,TRUE,4.2,3.6,2.6,2.8,4.6,27.6,24.2,8.6,41.3,48.5
"2219",2,5,6,6,6,3,6,3,3,4,1,1,3,6,6,3,4,3,1,3,6,2,6,5,2,2,3,22,66360,"female","some college",0,TRUE,5.6,3.8,5.4,2.8,5.4,86,30.7,88.7,41.3,82.2
"2220",1,6,6,6,6,1,1,5,2,6,1,1,1,6,6,1,1,1,1,1,6,1,6,6,1,2,5,45,66364,"female","graduate degree",0,TRUE,6,2.6,5,1,6,97.6,5.1,76.9,1.5,98.1
"2221",2,5,5,6,4,4,,2,3,4,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2,2,3,17,66368,"female","some college",1,TRUE,5,3.6,4.4,1.6,4.6,60.3,24.2,55.8,9.8,48.5
